,speaker,time,text,debate
645,Moderator,00:50:25,"You believe that human pollution, gas, greenhouse gas emissions contributes to the global warming of this planet.",1
646,Donald Trump,00:50:32,"I think a lot of things do, but I think to an extent, yes. I think to an extent, yes, but I also think we have to do better management of our forest. Every year I get the call. California’s burning, California’s burning. If that was cleaned, if that were, if you had forest management, good forest management, you wouldn’t be getting those calls. In Europe, they live they’re forest cities. They call forest cities. They maintain their forest. They manage their forest. I was with the head of a major country, it’s a forest city. He said, “Sir, we have trees that are far more, they ignite much easier than California. There shouldn’t be that problem.” I spoke with the Governor about it. I’m getting along very well with the governor. But I said, “At some point you can’t every year have hundreds of thousands of acres of land just burned to the ground.” That’s burning down because of a lack of management.",1
647,Moderator,00:51:25,"But sir if you believe in the science of climate change, why have you rolled back the Obama Clean Power Plan which limited carbon emissions and power plants? Why have you relaxed…?",1
648,Donald Trump,00:51:35,Because it was driving energy prices through the sky.,1
649,Joe Biden,00:51:38,Why have you relaxed fuel economy standards that are going to create more pollution from cars and trucks?,1
650,Donald Trump,00:51:44,"Well, not really because what’s happening is the car is much less expensive and it’s a much safer car and you talk it about a tiny difference. And then what would happen because of the cost of the car you would have at least double and triple the number of cars purchased. We have the old slugs out there that are 10, 12 years old. If you did that, the car would be safer. It would be much cheaper by $3,500.",1
651,Moderator,00:52:06,But in the case of California they have simply ignored that.,1
652,Donald Trump,00:52:08,"No, but you would take a lot of cars off the market because people would be able to afford a car. Now, by the way, we’re going to see how that turns out. But a lot of people agree with me, many people. The car has gotten so expensive because they have computers all over the place for an extra little bit of gasoline. And I’m okay with electric cars too. I think I’m all for electric cars. I’ve given big incentives for electric cars but what they’ve done in California is just crazy.",1
653,Moderator,00:52:34,"All right, Vice president Biden. I’d like you to respond to the president’s climate change record but I also want to ask you about a concern. You propose $2 trillion in green jobs. You talk about new limits, not abolishing, but new limits on fracking. Ending the use of fossil fuels to generate electricity by 2035 and zero none admission of greenhouse gases by 2050. The president says a lot of these things would tank the economy and cost millions of jobs.",1
654,Joe Biden,00:53:03,"He’s absolutely wrong, number one. Number two, if in fact, during our administration in the recovery act, I was in charge able to bring down the cost of renewable energy to cheaper than are as cheap as coal and gas and oil. Nobody’s going to build another coal fired plant in America. No one’s going to build another oil fire plant in America. They’re going to move to renewable energy. Number one, number two, we’re going to make sure that we are able to take the federal fleet and turn it into a fleet that’s run on their electric vehicles. Making sure that we can do that, we’re going to put 500,000 charging stations in all of the highways that we’re going to be building in the future. We’re going to build a economy that in fact is going to provide for the ability of us to take 4 million buildings and make sure that they in fact are weatherized in a way that in fact will they’ll emit significantly less gas and oil because the heat will not be going out. There’s so many things that we can do…",1
655,Joe Biden,00:54:03,"Gas and oil because the heat will not be going out. There’s so many things that we can do now to create thousands and thousands of jobs. We can get to net zero, in terms of energy production, by 2035. Not only not costing people jobs, creating jobs, creating millions of good-paying jobs. Not 15 bucks an hour, but prevailing wage, by having a new infrastructure that in fact, is green. And the first thing I will do, I will rejoin the Paris Accord. I will join the Paris Accord because with us out of it, look what’s happening. It’s all falling apart. And talk about someone who has no relationship with foreign policy. The rainforests of Brazil are being torn down, are being ripped down. More carbon is absorbed in that rainforest than every bit of carbon that’s emitted in the United States. Instead of doing something about that, I would be gathering up and making sure we had the countries of the world coming up with $20 billion, and say, “Here’s $20 billion. Stop tearing down the forest. And If you don’t, then you’re going to have significant economic consequences.”",1
656,Moderator,00:55:11,"What about the argument that President Trump basically says, that you have to balance environmental interests and economic interests? And he’s drawn his line.",1
657,Joe Biden,00:55:21,"Well, he hasn’t drawn a line. He wants to make sure that methane’s not a problem. You can now emit more methane without it being a problem. Methane. This is a guy who says that you don’t have to have mileage standards for automobiles that exist now. This is the guy who says that, the fact that-",1
658,Donald Trump,00:55:39,Not true. Not true-,1
659,Joe Biden,00:55:40,It’s all true. And here’s the deal-,1
660,Donald Trump,00:55:42,"He’s talking about the Green New Deal. And it’s not 2 billion [crosstalk 00:55:45] or 20 billion, as you said [crosstalk 00:55:46]. It’s $100 trillion.",1
661,Joe Biden,00:55:49,I’m talking about the Biden plan [crosstalk 00:55:51]-,1
662,Moderator,00:55:50,"Let him go for a minute, and then you can go.",1
663,Donald Trump,00:55:52,And rebuild the building.,1
664,Joe Biden,00:55:53,No.,1
665,Donald Trump,00:55:53,It’s the dumbest-,1
666,Joe Biden,00:55:54,That is not-,1
667,Donald Trump,00:55:54,… most ridiculous [crosstalk 00:55:56] where two car systems are out-,1
668,Joe Biden,00:55:59,Not true-,1
669,Donald Trump,00:56:00,… where they want to take out the cows too.,1
670,Joe Biden,00:56:01,Not true.,1
671,Donald Trump,00:56:01,"That’s not true either, right?",1
672,Joe Biden,00:56:03,Not true.,1
673,Donald Trump,00:56:04,This is a 100 trillion-,1
674,Joe Biden,00:56:06,Simply… Look-,1
675,Donald Trump,00:56:06,That’s more money than our country could make in 100 years [crosstalk 00:02:10]-,1
676,Joe Biden,00:56:09,That is simply not the case-,1
677,Moderator,00:56:14,"All right. Let me [crosstalk 00:02:12]. Wait a minute, sir. I actually have studied your plan, and it includes upgrading 4 million buildings, weatherizing 2 million homes over four years, building one and a half million energy efficient homes. So the question becomes, the president is saying, I think some people who support the president would say, that sounds like it’s going to cost a lot of money and hurt the economy.",1
678,Joe Biden,00:56:38,"What it’s going to do, it’s going to create thousands and millions of jobs. Good paying jobs [crosstalk 00:02:41].",1
679,Moderator,00:56:42,"Let him finish, sir.",1
680,Joe Biden,00:56:43,He doesn’t know how to do that-,1
681,Donald Trump,00:56:45,100 million dollars.,1
682,Joe Biden,00:56:46,"The fact is, it’s going to create millions of good paying jobs, and these tax incentives for people to weatherize, which he wants to get rid of. It’s going to make the economy much safer. Look how much we’re paying now to deal with the hurricanes, deal with… By the way, he has an answer for hurricanes. He said, maybe we should drop a nuclear weapon on them, and they may-",1
